6382525cde99d6a50214be08ef907eadacf78b27,8.1,iPhone 5s,10.32.58.35
a0db7185938cf7483ecc2ac3602d90bbabf82822,8.4,iTouch6,10.32.58.104
7211b9754480c6ad07744002a1f832f78d57933e,9.2.1,iPhone 5s,10.32.58.108
